state,city,month,temp.f
MA,BOSTON,4,48.3
MA,BOSTON,5,58.5
MA,BOSTON,6,68
MA,BOSTON,7,73.9
MA,BOSTON,8,72.3
MA,BOSTON,9,64.7
MA,BOSTON,10,54.1
MA,BOSTON,11,44.9
MA,BOSTON,12,34.8
MA,WORCESTER,1,23.6
MA,WORCESTER,2,26
MA,WORCESTER,3,34.3
MA,WORCESTER,4,45
MA,WORCESTER,5,56.3
MA,WORCESTER,6,64.7
MA,WORCESTER,7,70.1
MA,WORCESTER,8,68.3
MA,WORCESTER,9,60.2
MA,WORCESTER,10,49.6
MA,WORCESTER,11,39.6
MA,WORCESTER,12,28.9
MARSHALL IS,MAJURO,1,80.8
MARSHALL IS,MAJURO,2,81.1
MARSHALL IS,MAJURO,3,81.2
MARSHALL IS,MAJURO,4,81.1
MARSHALL IS,MAJURO,5,81.3
MARSHALL IS,MAJURO,6,81.2
MARSHALL IS,MAJURO,7,81.1
MARSHALL IS,MAJURO,8,81.4
MARSHALL IS,MAJURO,9,81.5
MARSHALL IS,MAJURO,10,81.5
MARSHALL IS,MAJURO,11,81.4
MARSHALL IS,MAJURO,12,80.9
MARSHALL IS.,KWAJALEIN,1,81.6
MARSHALL IS.,KWAJALEIN,2,81.8
MARSHALL IS.,KWAJALEIN,3,82.3
MARSHALL IS.,KWAJALEIN,4,82.2
MARSHALL IS.,KWAJALEIN,5,82.4
MARSHALL IS.,KWAJALEIN,6,82.2
MARSHALL IS.,KWAJALEIN,7,82.1
MARSHALL IS.,KWAJALEIN,8,82.3
MARSHALL IS.,KWAJALEIN,9,82.3
MARSHALL IS.,KWAJALEIN,10,82.4
MARSHALL IS.,KWAJALEIN,11,82.1
MARSHALL IS.,KWAJALEIN,12,81.9
MD,BALTIMORE,1,32.3
MD,BALTIMORE,2,35.5
MD,BALTIMORE,3,43.7
MD,BALTIMORE,4,53.2
MD,BALTIMORE,5,62.9
MD,BALTIMORE,6,71.8
MD,BALTIMORE,7,76.5
MD,BALTIMORE,8,74.5
MD,BALTIMORE,9,67.4
MD,BALTIMORE,10,55.4
MD,BALTIMORE,11,45.5
MD,BALTIMORE,12,36.7
ME,CARIBOU,1,9.5
ME,CARIBOU,2,13
ME,CARIBOU,3,24.6
ME,CARIBOU,4,38.1
ME,CARIBOU,5,51.6
ME,CARIBOU,6,60.8
ME,CARIBOU,7,65.6
ME,CARIBOU,8,63.4
ME,CARIBOU,9,53.8
ME,CARIBOU,10,42.8
ME,CARIBOU,11,30.6
ME,CARIBOU,12,16.4
ME,PORTLAND,1,21.7
ME,PORTLAND,2,24.8
ME,PORTLAND,3,33.7
ME,PORTLAND,4,43.7
ME,PORTLAND,5,53.8
ME,PORTLAND,6,62.9
ME,PORTLAND,7,68.7
ME,PORTLAND,8,67.2
ME,PORTLAND,9,58.7
ME,PORTLAND,10,47.7
ME,PORTLAND,11,38.3
ME,PORTLAND,12,27.6
MI,ALPENA,1,17.8
MI,ALPENA,2,19
MI,ALPENA,3,28
MI,ALPENA,4,40.3
MI,ALPENA,5,52.2
MI,ALPENA,6,61.3
MI,ALPENA,7,66.7
MI,ALPENA,8,64.5
MI,ALPENA,9,56.3
MI,ALPENA,10,45.6
MI,ALPENA,11,34.6
MI,ALPENA,12,24
MI,DETROIT,1,24.5
MI,DETROIT,2,27.2
MI,DETROIT,3,36.9
MI,DETROIT,4,48.1
MI,DETROIT,5,59.8
MI,DETROIT,6,69
MI,DETROIT,7,73.5
MI,DETROIT,8,71.8
MI,DETROIT,9,63.9
MI,DETROIT,10,51.9
MI,DETROIT,11,40.7
MI,DETROIT,12,29.6
MI,FLINT,1,21.3
MI,FLINT,2,23.8
MI,FLINT,3,33.7
MI,FLINT,4,45.4
MI,FLINT,5,57.1
MI,FLINT,6,66.2
MI,FLINT,7,70.6
MI,FLINT,8,68.5
MI,FLINT,9,60.7
MI,FLINT,10,49.2
MI,FLINT,11,38.1
MI,FLINT,12,26.7
MI,GRAND RAPIDS,1,22.4
MI,GRAND RAPIDS,2,25
MI,GRAND RAPIDS,3,34.6
MI,GRAND RAPIDS,4,46.3
MI,GRAND RAPIDS,5,58.1
MI,GRAND RAPIDS,6,67.1
MI,GRAND RAPIDS,7,71.4
MI,GRAND RAPIDS,8,69.4
MI,GRAND RAPIDS,9,61.3
MI,GRAND RAPIDS,10,49.9
MI,GRAND RAPIDS,11,38.4
MI,GRAND RAPIDS,12,27.6
MI,HOUGHTON LAKE,1,17.8
MI,HOUGHTON LAKE,2,19.9
MI,HOUGHTON LAKE,3,29.3
MI,HOUGHTON LAKE,4,41.8
MI,HOUGHTON LAKE,5,53.9
MI,HOUGHTON LAKE,6,62.2
MI,HOUGHTON LAKE,7,66.7
MI,HOUGHTON LAKE,8,64.6
MI,HOUGHTON LAKE,9,56.8
MI,HOUGHTON LAKE,10,46.1
MI,HOUGHTON LAKE,11,34.8
MI,HOUGHTON LAKE,12,23.7
MI,LANSING,1,21.6
MI,LANSING,2,24
MI,LANSING,3,33.9
MI,LANSING,4,45.5
MI,LANSING,5,57.1
MI,LANSING,6,66.2
MI,LANSING,7,70.3
MI,LANSING,8,68.4
MI,LANSING,9,60.5
MI,LANSING,10,49.2
MI,LANSING,11,38
MI,LANSING,12,26.9
MI,MARQUETTE,1,11.5
MI,MARQUETTE,2,14.8
MI,MARQUETTE,3,23.7
MI,MARQUETTE,4,36.4
MI,MARQUETTE,5,50.3
MI,MARQUETTE,6,59.3
MI,MARQUETTE,7,64.4
MI,MARQUETTE,8,62.3
MI,MARQUETTE,9,53.5
MI,MARQUETTE,10,42.5
MI,MARQUETTE,11,28.9
MI,MARQUETTE,12,17.2
MI,MUSKEGON,1,23.5
MI,MUSKEGON,2,25.4
MI,MUSKEGON,3,34
MI,MUSKEGON,4,44.9
MI,MUSKEGON,5,56.1
MI,MUSKEGON,6,64.9
MI,MUSKEGON,7,69.9
MI,MUSKEGON,8,68.5
MI,MUSKEGON,9,60.5
MI,MUSKEGON,10,49.7
MI,MUSKEGON,11,38.7
MI,MUSKEGON,12,28.6
MI,SAULT STE. MARIE,1,13.2
MI,SAULT STE. MARIE,2,15.6
MI,SAULT STE. MARIE,3,24.9
MI,SAULT STE. MARIE,4,38.4
MI,SAULT STE. MARIE,5,51.3
MI,SAULT STE. MARIE,6,58.6
MI,SAULT STE. MARIE,7,63.9
MI,SAULT STE. MARIE,8,63.3
MI,SAULT STE. MARIE,9,54.8
MI,SAULT STE. MARIE,10,44.4
MI,SAULT STE. MARIE,11,32.4
MI,SAULT STE. MARIE,12,20.2
MN,DULUTH,1,8.4
MN,DULUTH,2,14.8
MN,DULUTH,3,25.4
MN,DULUTH,4,39
MN,DULUTH,5,51.8
MN,DULUTH,6,59.9
MN,DULUTH,7,65.5
MN,DULUTH,8,63.7
MN,DULUTH,9,54.7
MN,DULUTH,10,43.5
MN,DULUTH,11,28
MN,DULUTH,12,14
MN,INTERNATIONAL FALLS,1,2.7
MN,INTERNATIONAL FALLS,2,10.9
MN,INTERNATIONAL FALLS,3,23.6
MN,INTERNATIONAL FALLS,4,39.3
MN,INTERNATIONAL FALLS,5,53.3
MN,INTERNATIONAL FALLS,6,61.6
MN,INTERNATIONAL FALLS,7,66.1
MN,INTERNATIONAL FALLS,8,63.8
MN,INTERNATIONAL FALLS,9,53.2
MN,INTERNATIONAL FALLS,10,41.6
MN,INTERNATIONAL FALLS,11,24.4
MN,INTERNATIONAL FALLS,12,8.5
MN,MINNEAPOLIS-ST.PAUL,1,13.1
MN,MINNEAPOLIS-ST.PAUL,2,20.1
MN,MINNEAPOLIS-ST.PAUL,3,32.1
MN,MINNEAPOLIS-ST.PAUL,4,46.6
MN,MINNEAPOLIS-ST.PAUL,5,59.3
MN,MINNEAPOLIS-ST.PAUL,6,68.4
MN,MINNEAPOLIS-ST.PAUL,7,73.2
MN,MINNEAPOLIS-ST.PAUL,8,70.6
MN,MINNEAPOLIS-ST.PAUL,9,61
MN,MINNEAPOLIS-ST.PAUL,10,48.7
MN,MINNEAPOLIS-ST.PAUL,11,32.5
MN,MINNEAPOLIS-ST.PAUL,12,18.7
MN,ROCHESTER,1,11.8
MN,ROCHESTER,2,18.4
MN,ROCHESTER,3,30.6
MN,ROCHESTER,4,44.7
MN,ROCHESTER,5,56.9
MN,ROCHESTER,6,66.1
MN,ROCHESTER,7,70.1
MN,ROCHESTER,8,67.7
MN,ROCHESTER,9,58.9
MN,ROCHESTER,10,47
MN,ROCHESTER,11,31.2
MN,ROCHESTER,12,17.3
MN,SAINT CLOUD,1,8.8
MN,SAINT CLOUD,2,16.1
MN,SAINT CLOUD,3,28.4
MN,SAINT CLOUD,4,43.6
MN,SAINT CLOUD,5,56.6
MN,SAINT CLOUD,6,65.1
MN,SAINT CLOUD,7,69.8
MN,SAINT CLOUD,8,67.2
MN,SAINT CLOUD,9,57.4
MN,SAINT CLOUD,10,45.3
MN,SAINT CLOUD,11,28.8
MN,SAINT CLOUD,12,14.4
MO,COLUMBIA,1,27.8
MO,COLUMBIA,2,33.7
MO,COLUMBIA,3,44
MO,COLUMBIA,4,54.4
MO,COLUMBIA,5,63.7
MO,COLUMBIA,6,72.7
MO,COLUMBIA,7,77.4
MO,COLUMBIA,8,75.7
MO,COLUMBIA,9,67.3
MO,COLUMBIA,10,56
MO,COLUMBIA,11,43.2
MO,COLUMBIA,12,32
MO,KANSAS CITY,1,26.9
MO,KANSAS CITY,2,33
MO,KANSAS CITY,3,43.8
MO,KANSAS CITY,4,54.4
MO,KANSAS CITY,5,64.3
MO,KANSAS CITY,6,73.6
MO,KANSAS CITY,7,78.5
MO,KANSAS CITY,8,76.6
MO,KANSAS CITY,9,68.1
MO,KANSAS CITY,10,56.8
MO,KANSAS CITY,11,42.7
MO,KANSAS CITY,12,31.3
MO,SPRINGFIELD,1,31.7
MO,SPRINGFIELD,2,37.1
MO,SPRINGFIELD,3,46.3
MO,SPRINGFIELD,4,55.6
MO,SPRINGFIELD,5,64.7
MO,SPRINGFIELD,6,73.4
MO,SPRINGFIELD,7,78.5
MO,SPRINGFIELD,8,77.6
MO,SPRINGFIELD,9,69.3
MO,SPRINGFIELD,10,58.4
MO,SPRINGFIELD,11,45.9
MO,SPRINGFIELD,12,35.7
MO,ST. LOUIS,1,29.6
MO,ST. LOUIS,2,35.4
MO,ST. LOUIS,3,45.8
MO,ST. LOUIS,4,56.6
MO,ST. LOUIS,5,66.5
MO,ST. LOUIS,6,75.6
MO,ST. LOUIS,7,80.2
MO,ST. LOUIS,8,78.2
MO,ST. LOUIS,9,70.2
MO,ST. LOUIS,10,58.3
MO,ST. LOUIS,11,45.3
MO,ST. LOUIS,12,33.9
MS,JACKSON,1,45
MS,JACKSON,2,49.2
MS,JACKSON,3,56.8
MS,JACKSON,4,63.4
MS,JACKSON,5,71.5
MS,JACKSON,6,78.5
MS,JACKSON,7,81.4
MS,JACKSON,8,80.9
MS,JACKSON,9,75.5
MS,JACKSON,10,64.4
MS,JACKSON,11,54.8
MS,JACKSON,12,47.6
MS,MERIDIAN,1,46.1
MS,MERIDIAN,2,50.2
MS,MERIDIAN,3,57.3
MS,MERIDIAN,4,63.8
MS,MERIDIAN,5,71.7
MS,MERIDIAN,6,78.5
MS,MERIDIAN,7,81.7
MS,MERIDIAN,8,81.4
MS,MERIDIAN,9,76.1
MS,MERIDIAN,10,64.8
MS,MERIDIAN,11,55.7
MS,MERIDIAN,12,48.9
MS,TUPELO,1,40.4
MS,TUPELO,2,44.8
MS,TUPELO,3,53.1
MS,TUPELO,4,60.9
MS,TUPELO,5,69.4
MS,TUPELO,6,76.9
MS,TUPELO,7,80.6
MS,TUPELO,8,79.6
MS,TUPELO,9,73.3
MS,TUPELO,10,61.9
MS,TUPELO,11,51.5
MS,TUPELO,12,43.4
MT,BILLINGS,1,24
MT,BILLINGS,2,29.8
MT,BILLINGS,3,37
MT,BILLINGS,4,46.1
MT,BILLINGS,5,55.7
MT,BILLINGS,6,65.2
MT,BILLINGS,7,72
MT,BILLINGS,8,70.9
MT,BILLINGS,9,59.5
MT,BILLINGS,10,48.1
MT,BILLINGS,11,34.1
MT,BILLINGS,12,26.1
MT,GLASGOW,1,10.8
MT,GLASGOW,2,19.1
MT,GLASGOW,3,30.9
MT,GLASGOW,4,44.5
MT,GLASGOW,5,55.5
MT,GLASGOW,6,64.4
MT,GLASGOW,7,70.2
MT,GLASGOW,8,69.5
MT,GLASGOW,9,57.3
MT,GLASGOW,10,45
MT,GLASGOW,11,27.9
MT,GLASGOW,12,15.6
MT,GREAT FALLS,1,21.7
MT,GREAT FALLS,2,26.4
MT,GREAT FALLS,3,33.4
MT,GREAT FALLS,4,42.6
MT,GREAT FALLS,5,51.5
MT,GREAT FALLS,6,60
MT,GREAT FALLS,7,66.2
MT,GREAT FALLS,8,65.6
MT,GREAT FALLS,9,55.4
MT,GREAT FALLS,10,45.5
MT,GREAT FALLS,11,32.3
MT,GREAT FALLS,12,24.3
MT,HELENA,1,20.2
MT,HELENA,2,26.4
MT,HELENA,3,35.1
MT,HELENA,4,44.1
MT,HELENA,5,52.9
MT,HELENA,6,61.2
MT,HELENA,7,67.8
MT,HELENA,8,66.7
MT,HELENA,9,56.1
MT,HELENA,10,44.8
MT,HELENA,11,30.9
MT,HELENA,12,21.4
MT,KALISPELL,1,21.4
MT,KALISPELL,2,26.8
MT,KALISPELL,3,34.9
MT,KALISPELL,4,43.4
MT,KALISPELL,5,51.3
MT,KALISPELL,6,57.7
MT,KALISPELL,7,63.5
MT,KALISPELL,8,63.2
MT,KALISPELL,9,53.1
MT,KALISPELL,10,41.9
MT,KALISPELL,11,30.9
MT,KALISPELL,12,23.1
MT,MISSOULA,1,23.5
MT,MISSOULA,2,29
MT,MISSOULA,3,37.6
MT,MISSOULA,4,45.2
MT,MISSOULA,5,52.7
MT,MISSOULA,6,60.2
MT,MISSOULA,7,66.9
MT,MISSOULA,8,66.3
MT,MISSOULA,9,56.1
MT,MISSOULA,10,44.4
MT,MISSOULA,11,32
MT,MISSOULA,12,23.4
NC,ASHEVILLE,1,35.8
NC,ASHEVILLE,2,39
NC,ASHEVILLE,3,46.3
NC,ASHEVILLE,4,54.1
NC,ASHEVILLE,5,62
NC,ASHEVILLE,6,69.2
NC,ASHEVILLE,7,73
NC,ASHEVILLE,8,71.8
NC,ASHEVILLE,9,65.7
NC,ASHEVILLE,10,55.2
NC,ASHEVILLE,11,46.4
NC,ASHEVILLE,12,39
NC,CAPE HATTERAS,1,46.1
NC,CAPE HATTERAS,2,46.8
NC,CAPE HATTERAS,3,52.4
NC,CAPE HATTERAS,4,59.8
NC,CAPE HATTERAS,5,67.6
NC,CAPE HATTERAS,6,74.8
NC,CAPE HATTERAS,7,79.2
NC,CAPE HATTERAS,8,78.6
NC,CAPE HATTERAS,9,74.8
NC,CAPE HATTERAS,10,65.7
NC,CAPE HATTERAS,11,57.6
NC,CAPE HATTERAS,12,50
NC,CHARLOTTE,1,41.7
NC,CHARLOTTE,2,45.2
NC,CHARLOTTE,3,52.8
NC,CHARLOTTE,4,60.9
NC,CHARLOTTE,5,69
NC,CHARLOTTE,6,76.5
NC,CHARLOTTE,7,80.3
NC,CHARLOTTE,8,78.9
NC,CHARLOTTE,9,72.7
NC,CHARLOTTE,10,61.7
NC,CHARLOTTE,11,52.3
NC,CHARLOTTE,12,44.4
NC,RALEIGH,1,39.7
NC,RALEIGH,2,43
NC,RALEIGH,3,50.7
NC,RALEIGH,4,59.1
NC,RALEIGH,5,67
NC,RALEIGH,6,74.7
NC,RALEIGH,7,78.8
NC,RALEIGH,8,77.2
NC,RALEIGH,9,71.2
NC,RALEIGH,10,60
NC,RALEIGH,11,51
NC,RALEIGH,12,43
NC,WILMINGTON,1,46.1
NC,WILMINGTON,2,48.5
NC,WILMINGTON,3,55
NC,WILMINGTON,4,62.7
NC,WILMINGTON,5,70.2
NC,WILMINGTON,6,77
NC,WILMINGTON,7,81.1
NC,WILMINGTON,8,79.7
NC,WILMINGTON,9,75
NC,WILMINGTON,10,64.8
NC,WILMINGTON,11,56.5
NC,WILMINGTON,12,48.9
ND,BISMARCK,1,10.2
ND,BISMARCK,2,18.1
ND,BISMARCK,3,29.7
ND,BISMARCK,4,43.3
ND,BISMARCK,5,56
ND,BISMARCK,6,64.7
ND,BISMARCK,7,70.4
ND,BISMARCK,8,69
ND,BISMARCK,9,57.7
ND,BISMARCK,10,45.2
ND,BISMARCK,11,28
ND,BISMARCK,12,15.2
ND,FARGO,1,6.8
ND,FARGO,2,14.1
ND,FARGO,3,27.2
ND,FARGO,4,43.5
ND,FARGO,5,57.4
ND,FARGO,6,66
ND,FARGO,7,70.6
ND,FARGO,8,69
ND,FARGO,9,58
ND,FARGO,10,45.3
ND,FARGO,11,27
ND,FARGO,12,12.5
ND,GRAND FORKS,1,5.3
ND,GRAND FORKS,2,13.1
ND,GRAND FORKS,3,25.7
ND,GRAND FORKS,4,42.3
ND,GRAND FORKS,5,56.8
ND,GRAND FORKS,6,65.2
ND,GRAND FORKS,7,69.4
ND,GRAND FORKS,8,67.8
ND,GRAND FORKS,9,57
ND,GRAND FORKS,10,44.3
ND,GRAND FORKS,11,25.8
ND,GRAND FORKS,12,11.3
ND,WILLISTON,1,8
ND,WILLISTON,2,16.8
ND,WILLISTON,3,28.7
ND,WILLISTON,4,42.5
ND,WILLISTON,5,54.6
ND,WILLISTON,6,63.7
ND,WILLISTON,7,69.3
ND,WILLISTON,8,68.3
ND,WILLISTON,9,56.1
ND,WILLISTON,10,43.6
ND,WILLISTON,11,25.6
ND,WILLISTON,12,13
NE,GRAND ISLAND,1,22.4
NE,GRAND ISLAND,2,28.2
NE,GRAND ISLAND,3,38.3
NE,GRAND ISLAND,4,49.9
NE,GRAND ISLAND,5,60.6
NE,GRAND ISLAND,6,71.1
NE,GRAND ISLAND,7,75.8
NE,GRAND ISLAND,8,73.6
NE,GRAND ISLAND,9,64.4
NE,GRAND ISLAND,10,52
NE,GRAND ISLAND,11,36.4
NE,GRAND ISLAND,12,25.6
NE,LINCOLN,1,22.4
NE,LINCOLN,2,28.3
NE,LINCOLN,3,39.4
NE,LINCOLN,4,51.2
NE,LINCOLN,5,62
NE,LINCOLN,6,72.7
NE,LINCOLN,7,77.8
NE,LINCOLN,8,75.4
NE,LINCOLN,9,66
NE,LINCOLN,10,53.5
NE,LINCOLN,11,38.1
NE,LINCOLN,12,26.5
NE,NORFOLK,1,20.4
NE,NORFOLK,2,26.4
NE,NORFOLK,3,37
NE,NORFOLK,4,49.1
NE,NORFOLK,5,60.3
NE,NORFOLK,6,70.1
NE,NORFOLK,7,74.8
NE,NORFOLK,8,72.7
NE,NORFOLK,9,63.4
NE,NORFOLK,10,51
NE,NORFOLK,11,35.1
NE,NORFOLK,12,23.7
NE,NORTH PLATTE,1,23.2
NE,NORTH PLATTE,2,29.4
NE,NORTH PLATTE,3,38
NE,NORTH PLATTE,4,48.1
NE,NORTH PLATTE,5,58.3
NE,NORTH PLATTE,6,68.4
NE,NORTH PLATTE,7,74.3
NE,NORTH PLATTE,8,72.6
NE,NORTH PLATTE,9,62.4
NE,NORTH PLATTE,10,49.7
NE,NORTH PLATTE,11,34.6
NE,NORTH PLATTE,12,25.7
NE,OMAHA (NORTH),1,22.4
NE,OMAHA (NORTH),2,28.5
NE,OMAHA (NORTH),3,39.8
NE,OMAHA (NORTH),4,52
NE,OMAHA (NORTH),5,62.3
NE,OMAHA (NORTH),6,71.5
NE,OMAHA (NORTH),7,75.6
NE,OMAHA (NORTH),8,74
NE,OMAHA (NORTH),9,65.7
NE,OMAHA (NORTH),10,53.9
NE,OMAHA (NORTH),11,38.4
NE,OMAHA (NORTH),12,26.2
NE,OMAHA EPPLEY AP,1,21.7
NE,OMAHA EPPLEY AP,2,28
NE,OMAHA EPPLEY AP,3,39.3
NE,OMAHA EPPLEY AP,4,51.4
NE,OMAHA EPPLEY AP,5,62.2
NE,OMAHA EPPLEY AP,6,72.2
NE,OMAHA EPPLEY AP,7,76.7
NE,OMAHA EPPLEY AP,8,74.5
NE,OMAHA EPPLEY AP,9,65.4
NE,OMAHA EPPLEY AP,10,53.2
NE,OMAHA EPPLEY AP,11,38
NE,OMAHA EPPLEY AP,12,25.6
NE,SCOTTSBLUFF,1,24.5
NE,SCOTTSBLUFF,2,30
NE,SCOTTSBLUFF,3,37.3
NE,SCOTTSBLUFF,4,46.2
NE,SCOTTSBLUFF,5,56.8
NE,SCOTTSBLUFF,6,67.2
NE,SCOTTSBLUFF,7,73
NE,SCOTTSBLUFF,8,70.9
NE,SCOTTSBLUFF,9,60.5
NE,SCOTTSBLUFF,10,47.8
NE,SCOTTSBLUFF,11,34
NE,SCOTTSBLUFF,12,25.7
NE,VALENTINE,1,20.8
NE,VALENTINE,2,26.6
NE,VALENTINE,3,35.3
NE,VALENTINE,4,46.1
NE,VALENTINE,5,57.5
NE,VALENTINE,6,67.6
NE,VALENTINE,7,73.7
NE,VALENTINE,8,72.1
NE,VALENTINE,9,61.5
NE,VALENTINE,10,48.3
NE,VALENTINE,11,33
NE,VALENTINE,12,23.6
NH,CONCORD,1,20.1
NH,CONCORD,2,23.3
NH,CONCORD,3,33.3
NH,CONCORD,4,44.6
NH,CONCORD,5,56
NH,CONCORD,6,64.9
NH,CONCORD,7,70
NH,CONCORD,8,68.2
NH,CONCORD,9,59.4
